Uniprot_ID,Gene_Name,Synonyms,Other_Accessions,PDB_ID,Method,Resolution,Chains
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7MCE,X-ray,1.76 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7MCF,X-ray,2.19 A,A/B=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7MLQ,X-ray,1.32 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7MLR,X-ray,1.20 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7MLS,X-ray,1.26 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7MR5,X-ray,1.82 A,A/B=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7MR6,X-ray,1.85 A,A/B=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7MR7,X-ray,1.40 A,A/B=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7MR8,X-ray,1.20 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7MR9,X-ray,1.19 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7MRA,X-ray,1.16 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7MRB,X-ray,1.20 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7O18,X-ray,1.70 A,AAA=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7OEO,X-ray,1.51 A,AAA=347-463
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7P6V,X-ray,1.17 A,AAA=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7P6W,X-ray,1.31 A,AAA=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7P6Y,X-ray,1.88 A,AAA/BBB=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7Q3F,X-ray,1.21 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7QDL,X-ray,1.67 A,AAA=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7R5B,X-ray,1.77 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7R9C,X-ray,1.50 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7REK,X-ray,1.20 A,A/B=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7REL,X-ray,1.55 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7REM,X-ray,1.80 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7RJO,X-ray,1.38 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7RJP,X-ray,1.25 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7RJQ,X-ray,1.72 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7RJR,X-ray,1.45 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7RMD,X-ray,1.18 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7RN2,X-ray,1.05 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7RUH,X-ray,1.70 A,A=333-460
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7RUI,X-ray,1.35 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7RXR,X-ray,1.41 A,A/B=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7RXS,X-ray,1.43 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7RXT,X-ray,1.68 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7T3F,X-ray,1.28 A,A=44-167
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7TUQ,X-ray,2.68 A,A/B=42-180
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7TV0,X-ray,2.60 A,A/B/C/D=42-180
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7UGF,X-ray,1.45 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7USJ,X-ray,2.08 A,A/B=352-457
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7USK,X-ray,1.22 A,A=352-457
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7UTY,X-ray,1.55 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7UZN,X-ray,1.69 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7V1U,X-ray,1.82 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7V2J,X-ray,2.24 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7W3D,X-ray,1.98 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7WJS,X-ray,2.73 A,A/B/C=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7WKY,X-ray,2.83 A,A/B/C=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7WL4,X-ray,1.82 A,A/B/C/D=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7WWZ,X-ray,1.16 A,A=43-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7X6T,X-ray,1.44 A,A=42-165
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7YL2,X-ray,1.62 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7YMG,X-ray,1.40 A,A/B=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7YQ9,X-ray,1.50 A,A/B=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7ZAQ,X-ray,1.11 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7ZE6,X-ray,1.04 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7ZE7,X-ray,1.23 A,AAA=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7ZEF,X-ray,1.12 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7ZFN,X-ray,1.12 A,AAA=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7ZFS,X-ray,1.25 A,AAA=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7ZFT,X-ray,1.28 A,AAA=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7ZFU,X-ray,1.29 A,AAA=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7ZFV,X-ray,1.37 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7ZFY,X-ray,1.15 A,AAA=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7ZFZ,X-ray,1.08 A,AAA=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7ZG1,X-ray,1.16 A,AAA=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7ZG2,X-ray,1.18 A,AAA=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7ZNT,X-ray,3.00 A,G/H=333-460
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",8B5B,X-ray,1.92 A,A/B/C=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",8B5C,X-ray,1.58 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",8BDS,X-ray,1.72 A,D=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",8BDT,X-ray,2.70 A,A/E=333-460
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",8BDX,X-ray,2.93 A,A/E=333-460
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",8BEB,X-ray,3.18 A,D=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",8CKF,X-ray,1.88 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",8DYR,X-ray,1.47 A,B=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",8E17,X-ray,1.47 A,B=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",8E3W,X-ray,1.47 A,B=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",8EAD,X-ray,1.65 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",8EWV,X-ray,3.40 A,D/H/L/P/T/X=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",8G46,EM,2.20 A,C=333-460
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",8GPZ,X-ray,1.53 A,A=44-166
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",8GQ0,X-ray,1.44 A,A=44-166
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",8IBQ,X-ray,1.45 A,A=44-165
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",8IDH,X-ray,1.57 A,A=349-460
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",8OV6,EM,3.77 A,C=42-459
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",8P9F,X-ray,1.30 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",8P9G,X-ray,1.10 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",8P9H,X-ray,1.19 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",8P9I,X-ray,1.23 A,A/B=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",8P9J,X-ray,1.42 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",8P9K,X-ray,1.25 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",8P9L,X-ray,1.29 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",8PIQ,X-ray,1.12 A,A=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",8PXM,X-ray,2.38 A,A/B=44-168
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",6BNH,,,
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",2I8N,,,
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",2LSP,,,
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",2MJV,,,
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",2N3K,,,
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",2NCZ,,,
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",2NNU,,,
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",4QB3,,,
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",4WHW,,,
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",4Z93,,,
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",5Z1S,,,
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",6BNH,,,
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",6X7B,,,
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",6X7D,,,
O60885,BRD4,HUNK1,"O60433, Q4G0X8, Q86YS8, Q96PD3",7TUQ,,,
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",1IA8,X-ray,1.70 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",1NVQ,X-ray,2.00 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",1NVR,X-ray,1.80 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",1NVS,X-ray,1.80 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",1ZLT,X-ray,1.74 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",1ZYS,X-ray,1.70 A,A=1-273
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2AYP,X-ray,2.90 A,A=1-269
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2BR1,X-ray,2.00 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2BRB,X-ray,2.10 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2BRG,X-ray,2.10 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2BRH,X-ray,2.10 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2BRM,X-ray,2.20 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2BRN,X-ray,2.80 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2BRO,X-ray,2.20 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2C3J,X-ray,2.10 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2C3K,X-ray,2.60 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2C3L,X-ray,2.35 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2CGU,X-ray,2.50 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2CGV,X-ray,2.60 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2CGW,X-ray,2.20 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2CGX,X-ray,2.20 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2E9N,X-ray,2.50 A,A=2-270
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2E9O,X-ray,2.10 A,A=2-270
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2E9P,X-ray,2.60 A,A=2-270
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2E9U,X-ray,2.00 A,A=2-270
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2E9V,X-ray,2.00 A,A/B=2-269
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2GDO,X-ray,3.00 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2GHG,X-ray,3.50 A,A=2-270
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2HOG,X-ray,1.90 A,A=2-307
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2HXL,X-ray,1.80 A,A=2-307
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2HXQ,X-ray,2.00 A,A=2-307
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2HY0,X-ray,1.70 A,A=2-307
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2QHM,X-ray,2.00 A,A=1-307
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2QHN,X-ray,1.70 A,A=1-307
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2R0U,X-ray,1.90 A,A=1-307
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2WMQ,X-ray,2.48 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2WMR,X-ray,2.43 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2WMS,X-ray,2.70 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2WMT,X-ray,2.55 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2WMU,X-ray,2.60 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2WMV,X-ray,2.01 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2WMW,X-ray,2.43 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2WMX,X-ray,2.45 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2X8D,X-ray,1.90 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2X8E,X-ray,2.50 A,A=1-276
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2X8I,X-ray,1.92 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2XEY,X-ray,2.70 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2XEZ,X-ray,2.25 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2XF0,X-ray,2.40 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2YDI,X-ray,1.60 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2YDJ,X-ray,1.85 A,A/B=1-276
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2YDK,X-ray,1.90 A,A=1-276
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2YER,X-ray,1.83 A,A=1-276
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2YEX,X-ray,1.30 A,A=1-276
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2YM3,X-ray,2.01 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2YM4,X-ray,2.35 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2YM5,X-ray,2.03 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2YM6,X-ray,2.01 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2YM7,X-ray,1.81 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2YM8,X-ray,2.07 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",2YWP,X-ray,2.90 A,A=2-270
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",3F9N,X-ray,1.90 A,A=2-307
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",3JVR,X-ray,1.76 A,A=2-272
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",3JVS,X-ray,1.90 A,A=2-272
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",3NLB,X-ray,1.90 A,A=1-289
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",3OT3,X-ray,1.44 A,A=2-274
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",3OT8,X-ray,1.65 A,A=2-274
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",3PA3,X-ray,1.40 A,A=2-274
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",3PA4,X-ray,1.59 A,A=2-274
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",3PA5,X-ray,1.70 A,A=2-274
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",3TKH,X-ray,1.79 A,A=1-307
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",3TKI,X-ray,1.60 A,A=1-307
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",3U9N,X-ray,1.85 A,A=2-274
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",4FSM,X-ray,2.30 A,A=2-280
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",4FSN,X-ray,2.10 A,A=4-280
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",4FSQ,X-ray,2.40 A,A=2-280
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",4FSR,X-ray,2.50 A,A=2-280
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",4FST,X-ray,1.90 A,A=2-270
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",4FSU,X-ray,2.10 A,A=2-280
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",4FSW,X-ray,2.30 A,A=2-280
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",4FSY,X-ray,2.30 A,A=2-280
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",4FSZ,X-ray,2.30 A,A=2-280
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",4FT0,X-ray,2.30 A,A=2-280
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",4FT3,X-ray,2.50 A,A=2-280
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",4FT5,X-ray,2.40 A,A=2-280
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",4FT7,X-ray,2.20 A,A=2-280
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",4FT9,X-ray,2.20 A,A=2-280
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",4FTA,X-ray,2.40 A,A=2-280
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",4FTC,X-ray,2.00 A,A=2-280
O14757,CHEK1,CHK1,"A8K934, B4DDD0, B4DSK3, B5BTY6, F5H7S4, H2BI51",4FTI,X-ray,2.20 A,A=2-280
